Natural Language Query,SQL Query
Find all records in User where AdminLevel is between 15 and 63,SELECT * FROM User WHERE AdminLevel BETWEEN '10' AND '60';
Join User and WorkflowActivity on AdminLevel = Email,SELECT * FROM User JOIN UiPageIntType ON User.AdminLevel = UiPageIntType.IsActive;
Count number of records in User,SELECT COUNT(*) FROM User;
"Find distinct Id, UserName, FirstName, LastName, Email, Mobile, Country, ISDCode, TwoFactor, Locked, IsActive, EmailValidationStatus, MobileValidationStatus, OrgId, AdminLevel, IsDeleted from User","SELECT DISTINCT Id, UserName, FirstName, LastName, Email, Mobile, Country, ISDCode, TwoFactor, Locked, IsActive, EmailValidationStatus, MobileValidationStatus, OrgId, AdminLevel, IsDeleted FROM User;"
Get maximum AdminLevel from User,SELECT MAX(AdminLevel) FROM User;
Get minimum AdminLevel from User,SELECT MIN(AdminLevel) FROM User;
Calculate average AdminLevel in User,SELECT AVG(AdminLevel) FROM User;
Get all records from User,SELECT * FROM User;
"Show all Id, UserName, FirstName, LastName, Email, Mobile, Country, ISDCode, TwoFactor, Locked, IsActive, EmailValidationStatus, MobileValidationStatus, OrgId, AdminLevel, IsDeleted from User","SELECT Id, UserName, FirstName, LastName, Email, Mobile, Country, ISDCode, TwoFactor, Locked, IsActive, EmailValidationStatus, MobileValidationStatus, OrgId, AdminLevel, IsDeleted FROM User;"
"List all Id, UserName, FirstName, LastName, Email, Mobile, Country, ISDCode, TwoFactor, Locked, IsActive, EmailValidationStatus, MobileValidationStatus, OrgId, AdminLevel, IsDeleted in User where IsDeleted is 62","SELECT Id, UserName, FirstName, LastName, Email, Mobile, Country, ISDCode, TwoFactor, Locked, IsActive, EmailValidationStatus, MobileValidationStatus, OrgId, AdminLevel, IsDeleted FROM User WHERE IsDeleted = '88';"
"Find Id, UserName, FirstName, LastName, Email, Mobile, Country, ISDCode, TwoFactor, Locked, IsActive, EmailValidationStatus, MobileValidationStatus, OrgId, AdminLevel, IsDeleted in User with IsDeleted greater than 10","SELECT Id, UserName, FirstName, LastName, Email, Mobile, Country, ISDCode, TwoFactor, Locked, IsActive, EmailValidationStatus, MobileValidationStatus, OrgId, AdminLevel, IsDeleted FROM User WHERE IsDeleted > 90;"
"Get Id, UserName, FirstName, LastName, Email, Mobile, Country, ISDCode, TwoFactor, Locked, IsActive, EmailValidationStatus, MobileValidationStatus, OrgId, AdminLevel, IsDeleted from User where IsDeleted is in (8, 56)","SELECT Id, UserName, FirstName, LastName, Email, Mobile, Country, ISDCode, TwoFactor, Locked, IsActive, EmailValidationStatus, MobileValidationStatus, OrgId, AdminLevel, IsDeleted FROM User WHERE IsDeleted IN ('21', '54');"
Find all records in User where IsDeleted is between 9 and 81,SELECT * FROM User WHERE IsDeleted BETWEEN '15' AND '56';
Join User and UiControlType on IsDeleted = AdminLevel,SELECT * FROM User JOIN PasswordPolicy ON User.IsDeleted = PasswordPolicy.AdminLevel;
Count number of records in User,SELECT COUNT(*) FROM User;
"Find distinct Id, UserName, FirstName, LastName, Email, Mobile, Country, ISDCode, TwoFactor, Locked, IsActive, EmailValidationStatus, MobileValidationStatus, OrgId, AdminLevel, IsDeleted from User","SELECT DISTINCT Id, UserName, FirstName, LastName, Email, Mobile, Country, ISDCode, TwoFactor, Locked, IsActive, EmailValidationStatus, MobileValidationStatus, OrgId, AdminLevel, IsDeleted FROM User;"
Get maximum IsDeleted from User,SELECT MAX(IsDeleted) FROM User;
Get minimum IsDeleted from User,SELECT MIN(IsDeleted) FROM User;
Calculate average IsDeleted in User,SELECT AVG(IsDeleted) FROM User;
Get all records from UserClaim,SELECT * FROM UserClaim;
"Show all Id, UserId, PermissionId, IsDeleted, ClaimTypeId from UserClaim","SELECT Id, UserId, PermissionId, IsDeleted, ClaimTypeId FROM UserClaim;"
"List all Id, UserId, PermissionId, IsDeleted, ClaimTypeId in UserClaim where Id is 85","SELECT Id, UserId, PermissionId, IsDeleted, ClaimTypeId FROM UserClaim WHERE Id = '79';"
"Find Id, UserId, PermissionId, IsDeleted, ClaimTypeId in UserClaim with Id greater than 9","SELECT Id, UserId, PermissionId, IsDeleted, ClaimTypeId FROM UserClaim WHERE Id > 1;"
"Get Id, UserId, PermissionId, IsDeleted, ClaimTypeId from UserClaim where Id is in (40, 84)","SELECT Id, UserId, PermissionId, IsDeleted, ClaimTypeId FROM UserClaim WHERE Id IN ('38', '98');"
Find all records in UserClaim where Id is between 21 and 91,SELECT * FROM UserClaim WHERE Id BETWEEN '47' AND '91';
Join UserClaim and PasswordPolicy on Id = ClaimTypeId,SELECT * FROM UserClaim JOIN Sample ON UserClaim.Id = Sample.Id;
Count number of records in UserClaim,SELECT COUNT(*) FROM UserClaim;
"Find distinct Id, UserId, PermissionId, IsDeleted, ClaimTypeId from UserClaim","SELECT DISTINCT Id, UserId, PermissionId, IsDeleted, ClaimTypeId FROM UserClaim;"
Get maximum Id from UserClaim,SELECT MAX(Id) FROM UserClaim;
Get minimum Id from UserClaim,SELECT MIN(Id) FROM UserClaim;
Calculate average Id in UserClaim,SELECT AVG(Id) FROM UserClaim;
Get all records from UserClaim,SELECT * FROM UserClaim;
"Show all Id, UserId, PermissionId, IsDeleted, ClaimTypeId from UserClaim","SELECT Id, UserId, PermissionId, IsDeleted, ClaimTypeId FROM UserClaim;"
"List all Id, UserId, PermissionId, IsDeleted, ClaimTypeId in UserClaim where UserId is 100","SELECT Id, UserId, PermissionId, IsDeleted, ClaimTypeId FROM UserClaim WHERE UserId = '51';"
"Find Id, UserId, PermissionId, IsDeleted, ClaimTypeId in UserClaim with UserId greater than 29","SELECT Id, UserId, PermissionId, IsDeleted, ClaimTypeId FROM UserClaim WHERE UserId > 86;"
"Get Id, UserId, PermissionId, IsDeleted, ClaimTypeId from UserClaim where UserId is in (46, 85)","SELECT Id, UserId, PermissionId, IsDeleted, ClaimTypeId FROM UserClaim WHERE UserId IN ('38', '54');"
Find all records in UserClaim where UserId is between 23 and 72,SELECT * FROM UserClaim WHERE UserId BETWEEN '48' AND '56';
Join UserClaim and UiPageMetadataCharacteristics on UserId = PermissionId,SELECT * FROM UserClaim JOIN UiPageValidation ON UserClaim.UserId = UiPageValidation.UserId;
Count number of records in UserClaim,SELECT COUNT(*) FROM UserClaim;
"Find distinct Id, UserId, PermissionId, IsDeleted, ClaimTypeId from UserClaim","SELECT DISTINCT Id, UserId, PermissionId, IsDeleted, ClaimTypeId FROM UserClaim;"
Get maximum UserId from UserClaim,SELECT MAX(UserId) FROM UserClaim;
Get minimum UserId from UserClaim,SELECT MIN(UserId) FROM UserClaim;
Calculate average UserId in UserClaim,SELECT AVG(UserId) FROM UserClaim;
Get all records from UserClaim,SELECT * FROM UserClaim;
"Show all Id, UserId, PermissionId, IsDeleted, ClaimTypeId from UserClaim","SELECT Id, UserId, PermissionId, IsDeleted, ClaimTypeId FROM UserClaim;"
"List all Id, UserId, PermissionId, IsDeleted, ClaimTypeId in UserClaim where PermissionId is 95","SELECT Id, UserId, PermissionId, IsDeleted, ClaimTypeId FROM UserClaim WHERE PermissionId = '82';"
"Find Id, UserId, PermissionId, IsDeleted, ClaimTypeId in UserClaim with PermissionId greater than 28","SELECT Id, UserId, PermissionId, IsDeleted, ClaimTypeId FROM UserClaim WHERE PermissionId > 90;"
"Get Id, UserId, PermissionId, IsDeleted, ClaimTypeId from UserClaim where PermissionId is in (31, 89)","SELECT Id, UserId, PermissionId, IsDeleted, ClaimTypeId FROM UserClaim WHERE PermissionId IN ('33', '100');"
Find all records in UserClaim where PermissionId is between 2 and 69,SELECT * FROM UserClaim WHERE PermissionId BETWEEN '7' AND '92';
Join UserClaim and UiNavigationCategory on PermissionId = ClaimTypeId,SELECT * FROM UserClaim JOIN ModuleLayout ON UserClaim.PermissionId = ModuleLayout.IsDeleted;
Count number of records in UserClaim,SELECT COUNT(*) FROM UserClaim;
"Find distinct Id, UserId, PermissionId, IsDeleted, ClaimTypeId from UserClaim","SELECT DISTINCT Id, UserId, PermissionId, IsDeleted, ClaimTypeId FROM UserClaim;"
Get maximum PermissionId from UserClaim,SELECT MAX(PermissionId) FROM UserClaim;
Get minimum PermissionId from UserClaim,SELECT MIN(PermissionId) FROM UserClaim;
Calculate average PermissionId in UserClaim,SELECT AVG(PermissionId) FROM UserClaim;
Get all records from UserClaim,SELECT * FROM UserClaim;
"Show all Id, UserId, PermissionId, IsDeleted, ClaimTypeId from UserClaim","SELECT Id, UserId, PermissionId, IsDeleted, ClaimTypeId FROM UserClaim;"
"List all Id, UserId, PermissionId, IsDeleted, ClaimTypeId in UserClaim where IsDeleted is 72","SELECT Id, UserId, PermissionId, IsDeleted, ClaimTypeId FROM UserClaim WHERE IsDeleted = '99';"
"Find Id, UserId, PermissionId, IsDeleted, ClaimTypeId in UserClaim with IsDeleted greater than 96","SELECT Id, UserId, PermissionId, IsDeleted, ClaimTypeId FROM UserClaim WHERE IsDeleted > 33;"
"Get Id, UserId, PermissionId, IsDeleted, ClaimTypeId from UserClaim where IsDeleted is in (4, 88)","SELECT Id, UserId, PermissionId, IsDeleted, ClaimTypeId FROM UserClaim WHERE IsDeleted IN ('22', '67');"
Find all records in UserClaim where IsDeleted is between 18 and 79,SELECT * FROM UserClaim WHERE IsDeleted BETWEEN '26' AND '88';
Join UserClaim and UiPageDecimalType on IsDeleted = PermissionId,SELECT * FROM UserClaim JOIN Activity ON UserClaim.IsDeleted = Activity.Id;
Count number of records in UserClaim,SELECT COUNT(*) FROM UserClaim;
"Find distinct Id, UserId, PermissionId, IsDeleted, ClaimTypeId from UserClaim","SELECT DISTINCT Id, UserId, PermissionId, IsDeleted, ClaimTypeId FROM UserClaim;"
Get maximum IsDeleted from UserClaim,SELECT MAX(IsDeleted) FROM UserClaim;
Get minimum IsDeleted from UserClaim,SELECT MIN(IsDeleted) FROM UserClaim;
Calculate average IsDeleted in UserClaim,SELECT AVG(IsDeleted) FROM UserClaim;
Get all records from UserClaim,SELECT * FROM UserClaim;
"Show all Id, UserId, PermissionId, IsDeleted, ClaimTypeId from UserClaim","SELECT Id, UserId, PermissionId, IsDeleted, ClaimTypeId FROM UserClaim;"
"List all Id, UserId, PermissionId, IsDeleted, ClaimTypeId in UserClaim where ClaimTypeId is 92","SELECT Id, UserId, PermissionId, IsDeleted, ClaimTypeId FROM UserClaim WHERE ClaimTypeId = '67';"
"Find Id, UserId, PermissionId, IsDeleted, ClaimTypeId in UserClaim with ClaimTypeId greater than 24","SELECT Id, UserId, PermissionId, IsDeleted, ClaimTypeId FROM UserClaim WHERE ClaimTypeId > 27;"
"Get Id, UserId, PermissionId, IsDeleted, ClaimTypeId from UserClaim where ClaimTypeId is in (14, 95)","SELECT Id, UserId, PermissionId, IsDeleted, ClaimTypeId FROM UserClaim WHERE ClaimTypeId IN ('27', '52');"
Find all records in UserClaim where ClaimTypeId is between 36 and 56,SELECT * FROM UserClaim WHERE ClaimTypeId BETWEEN '6' AND '59';
Join UserClaim and UiPageMetadata on ClaimTypeId = Id,SELECT * FROM UserClaim JOIN User ON UserClaim.ClaimTypeId = User.PermissionId;
Count number of records in UserClaim,SELECT COUNT(*) FROM UserClaim;
"Find distinct Id, UserId, PermissionId, IsDeleted, ClaimTypeId from UserClaim","SELECT DISTINCT Id, UserId, PermissionId, IsDeleted, ClaimTypeId FROM UserClaim;"
Get maximum ClaimTypeId from UserClaim,SELECT MAX(ClaimTypeId) FROM UserClaim;
Get minimum ClaimTypeId from UserClaim,SELECT MIN(ClaimTypeId) FROM UserClaim;
Calculate average ClaimTypeId in UserClaim,SELECT AVG(ClaimTypeId) FROM UserClaim;
Get all records from UserGroup,SELECT * FROM UserGroup;
"Show all Id, GroupId, UserId, IsDeleted from UserGroup","SELECT Id, GroupId, UserId, IsDeleted FROM UserGroup;"
"List all Id, GroupId, UserId, IsDeleted in UserGroup where Id is 15","SELECT Id, GroupId, UserId, IsDeleted FROM UserGroup WHERE Id = '89';"
"Find Id, GroupId, UserId, IsDeleted in UserGroup with Id greater than 34","SELECT Id, GroupId, UserId, IsDeleted FROM UserGroup WHERE Id > 69;"
"Get Id, GroupId, UserId, IsDeleted from UserGroup where Id is in (27, 68)","SELECT Id, GroupId, UserId, IsDeleted FROM UserGroup WHERE Id IN ('12', '57');"
Find all records in UserGroup where Id is between 14 and 51,SELECT * FROM UserGroup WHERE Id BETWEEN '33' AND '56';
Join UserGroup and SampleTable on Id = UserId,SELECT * FROM UserGroup JOIN LookupCategory ON UserGroup.Id = LookupCategory.UserId;
Count number of records in UserGroup,SELECT COUNT(*) FROM UserGroup;
"Find distinct Id, GroupId, UserId, IsDeleted from UserGroup","SELECT DISTINCT Id, GroupId, UserId, IsDeleted FROM UserGroup;"
Get maximum Id from UserGroup,SELECT MAX(Id) FROM UserGroup;
Get minimum Id from UserGroup,SELECT MIN(Id) FROM UserGroup;
Calculate average Id in UserGroup,SELECT AVG(Id) FROM UserGroup;
Get all records from UserGroup,SELECT * FROM UserGroup;
"Show all Id, GroupId, UserId, IsDeleted from UserGroup","SELECT Id, GroupId, UserId, IsDeleted FROM UserGroup;"
"List all Id, GroupId, UserId, IsDeleted in UserGroup where GroupId is 74","SELECT Id, GroupId, UserId, IsDeleted FROM UserGroup WHERE GroupId = '55';"
"Find Id, GroupId, UserId, IsDeleted in UserGroup with GroupId greater than 23","SELECT Id, GroupId, UserId, IsDeleted FROM UserGroup WHERE GroupId > 95;"
"Get Id, GroupId, UserId, IsDeleted from UserGroup where GroupId is in (11, 60)","SELECT Id, GroupId, UserId, IsDeleted FROM UserGroup WHERE GroupId IN ('7', '59');"
Find all records in UserGroup where GroupId is between 35 and 76,SELECT * FROM UserGroup WHERE GroupId BETWEEN '10' AND '75';
Join UserGroup and UiPageValidationType on GroupId = UserId,SELECT * FROM UserGroup JOIN UserRoleClaim ON UserGroup.GroupId = UserRoleClaim.GroupId;
Count number of records in UserGroup,SELECT COUNT(*) FROM UserGroup;
"Find distinct Id, GroupId, UserId, IsDeleted from UserGroup","SELECT DISTINCT Id, GroupId, UserId, IsDeleted FROM UserGroup;"
Get maximum GroupId from UserGroup,SELECT MAX(GroupId) FROM UserGroup;
Get minimum GroupId from UserGroup,SELECT MIN(GroupId) FROM UserGroup;
Calculate average GroupId in UserGroup,SELECT AVG(GroupId) FROM UserGroup;
Get all records from UserGroup,SELECT * FROM UserGroup;
"Show all Id, GroupId, UserId, IsDeleted from UserGroup","SELECT Id, GroupId, UserId, IsDeleted FROM UserGroup;"
"List all Id, GroupId, UserId, IsDeleted in UserGroup where UserId is 3","SELECT Id, GroupId, UserId, IsDeleted FROM UserGroup WHERE UserId = '2';"
"Find Id, GroupId, UserId, IsDeleted in UserGroup with UserId greater than 26","SELECT Id, GroupId, UserId, IsDeleted FROM UserGroup WHERE UserId > 73;"
"Get Id, GroupId, UserId, IsDeleted from UserGroup where UserId is in (9, 57)","SELECT Id, GroupId, UserId, IsDeleted FROM UserGroup WHERE UserId IN ('49', '67');"
Find all records in UserGroup where UserId is between 15 and 72,SELECT * FROM UserGroup WHERE UserId BETWEEN '24' AND '51';
Join UserGroup and PasswordPolicy on UserId = IsDeleted,SELECT * FROM UserGroup JOIN ImageUpload ON UserGroup.UserId = ImageUpload.IsDeleted;
Count number of records in UserGroup,SELECT COUNT(*) FROM UserGroup;
"Find distinct Id, GroupId, UserId, IsDeleted from UserGroup","SELECT DISTINCT Id, GroupId, UserId, IsDeleted FROM UserGroup;"
Get maximum UserId from UserGroup,SELECT MAX(UserId) FROM UserGroup;
Get minimum UserId from UserGroup,SELECT MIN(UserId) FROM UserGroup;
Calculate average UserId in UserGroup,SELECT AVG(UserId) FROM UserGroup;
Get all records from UserGroup,SELECT * FROM UserGroup;
"Show all Id, GroupId, UserId, IsDeleted from UserGroup","SELECT Id, GroupId, UserId, IsDeleted FROM UserGroup;"
"List all Id, GroupId, UserId, IsDeleted in UserGroup where IsDeleted is 44","SELECT Id, GroupId, UserId, IsDeleted FROM UserGroup WHERE IsDeleted = '13';"
"Find Id, GroupId, UserId, IsDeleted in UserGroup with IsDeleted greater than 16","SELECT Id, GroupId, UserId, IsDeleted FROM UserGroup WHERE IsDeleted > 76;"
"Get Id, GroupId, UserId, IsDeleted from UserGroup where IsDeleted is in (49, 93)","SELECT Id, GroupId, UserId, IsDeleted FROM UserGroup WHERE IsDeleted IN ('25', '56');"
Find all records in UserGroup where IsDeleted is between 26 and 71,SELECT * FROM UserGroup WHERE IsDeleted BETWEEN '13' AND '87';
Join UserGroup and Activity on IsDeleted = UserId,SELECT * FROM UserGroup JOIN UserOtp ON UserGroup.IsDeleted = UserOtp.IsDeleted;
Count number of records in UserGroup,SELECT COUNT(*) FROM UserGroup;
"Find distinct Id, GroupId, UserId, IsDeleted from UserGroup","SELECT DISTINCT Id, GroupId, UserId, IsDeleted FROM UserGroup;"
Get maximum IsDeleted from UserGroup,SELECT MAX(IsDeleted) FROM UserGroup;
Get minimum IsDeleted from UserGroup,SELECT MIN(IsDeleted) FROM UserGroup;
Calculate average IsDeleted in UserGroup,SELECT AVG(IsDeleted) FROM UserGroup;
